fafb,mcns,maol
720575940621714928,116489,94011
720575940621833142,116545,94199
720575940621842928,116578,94290
720575940621867041,116742,94498
720575940621890440,116810,94558
720575940621892702,116885,94567
720575940621909680,116918,94831
720575940621956212,116937,94934
720575940621962918,116948,94959
720575940621963958,117118,94973
720575940621964784,117158,94975
720575940622006554,117167,94983
720575940622013680,117354,95029
720575940622042550,117368,95182
720575940622046241,117467,95242
720575940622084212,117537,95345
720575940622084929,117696,95503
720575940622143770,117793,95531
720575940622200097,117803,95596
720575940622277726,117847,95614
720575940622283814,117850,95664
720575940622291068,117851,95666
720575940622294878,118108,95679
720575940622308869,118134,95811
720575940622329008,118195,95883
720575940622330444,118205,96105
720575940622334844,118230,96126
720575940622341363,118235,96240
720575940622353078,118261,96265
720575940622362589,118395,96310
720575940622371077,118414,96416
720575940622377343,118475,96424
720575940622377421,118476,96434
720575940622403361,118601,96484
720575940622405770,118694,96615
720575940622431582,118695,96671
720575940622443034,118723,96778
720575940622458838,118727,96828
720575940622566870,118755,96845
720575940622606867,118757,96884
720575940622609246,118777,97086
720575940622610183,118787,97186
720575940622626328,118800,97249
720575940622636876,118819,97268
720575940622638204,119032,97296
720575940622653957,119034,97315
720575940622671367,119156,97359
720575940622695774,119306,97408
720575940622714119,119343,97453
720575940622715319,119349,97529
720575940622750941,119374,97595
720575940622767692,119395,97599
720575940622776088,119623,97640
720575940622786437,119640,97703
720575940622806920,119644,97731
720575940622821658,119716,97792
720575940622843113,119812,98023
720575940622849356,119859,98027
720575940622854837,120005,98031
720575940622867895,120084,98177
720575940622912491,120132,98224
720575940622929885,120145,98246
720575940622939272,120190,98448
720575940622956105,120278,98467
720575940622974173,120337,98534
720575940623025663,120389,98663
720575940623026764,120470,98788
720575940623037466,120720,98790
720575940623067980,120751,98791
720575940623089434,120835,98886
720575940623089946,120846,98887
720575940623108129,120871,98949
720575940623159134,121060,98965
720575940623214474,121137,99011
720575940623224200,121242,99046
720575940623227747,121247,99125
720575940623249702,121274,99131
720575940623253005,121337,99146
720575940623253640,121387,99235
720575940623319651,121431,99246
720575940623331464,121486,99268
720575940623348694,121624,99387
720575940623377357,121715,99514
720575940623380749,121750,99537
720575940623381453,121777,99582
720575940623398157,121819,99592
720575940623400472,122033,99615
720575940623452455,122099,99628
720575940623477272,122122,99655
720575940623483350,122159,99953
720575940623483606,122274,99991
720575940623519635,122380,100050
720575940623522500,122389,100105
720575940623538787,122401,100195
720575940623560959,122508,100206
720575940623572774,122545,100261
720575940623587622,122724,100274
720575940623593571,122771,100342
720575940623605907,122793,100396
720575940623621926,122807,100442
720575940623628070,122814,100512
720575940623647880,122897,100599
720575940623655423,122915,100701
720575940623660799,122970,100745
720575940623678698,123068,100774
720575940623694058,123082,100780
720575940623717001,123179,100874
720575940623729190,123210,100884
720575940623738820,123229,100890
720575940623753254,123230,100956
720575940623762826,123391,101001
720575940623774652,123395,101230
720575940623778186,123442,101302
720575940623783167,123444,101340
720575940623805674,123573,101379
720575940623827338,123588,101430
720575940623855145,123687,101446
720575940623937258,123707,101533
720575940623941354,123727,101589
720575940623965587,123747,101685
720575940623986615,123806,101709
720575940624017159,123873,101721
720575940624029437,123917,101765
720575940624038182,123941,101774
720575940624101895,124028,101864
720575940624104117,124145,101865
720575940624104632,124165,101879
720575940624105933,124253,102123
720575940624115789,124350,102126
720575940624140617,124590,102276
720575940624164284,124592,102329
720575940624169769,124619,102345
720575940624194229,124683,102383
720575940624208381,124686,102421
720575940624231677,124713,102524
720575940624237571,124761,102544
720575940624267923,124785,102585
720575940624271851,124859,102643
720575940624280137,124870,102781
720575940624349734,124874,102783
720575940624395016,124892,102791
720575940624446717,124905,102821
720575940624454664,124974,102905
720575940624467197,125149,102983
720575940624482195,125166,103008
720575940624486635,125189,103108
720575940624497405,125338,103141
720575940624504042,125384,103182
720575940624617959,125490,103303
720575940624638472,125497,103333
720575940624651499,125565,103343
720575940624653547,125629,103365
720575940624720788,125633,103367
720575940624753383,125683,103376
720575940624770231,125692,103408
720575940624812519,125711,103585
720575940624832841,125718,103618
720575940624834539,125727,103636
720575940624876730,125788,103813
720575940624909319,125853,103870
720575940624918334,125909,103933
720575940624920980,125950,104070
720575940624931260,125997,104123
720575940624939708,126034,104336
720575940624948775,126079,104370
720575940624960776,126147,104379
720575940624975288,126235,104498
720575940624989076,126317,104612
720575940625018382,126346,104621
720575940625021960,126399,104700
720575940625026637,126454,104731
720575940625044715,126461,104772
720575940625054460,126480,104793
720575940625061611,126627,104878
720575940625095828,126651,104905
720575940625099597,126668,104911
720575940625113580,126688,104915
720575940625119723,126950,104936
720575940625133543,127010,105165
720575940625171431,127052,105202
720575940625176764,127118,105279
720575940625203699,127167,105288
720575940625232906,127307,105389
720575940625238861,127335,105412
720575940625253619,127409,105516
720575940625267431,127547,105574
720575940625270932,127570,105648
720575940625276140,127601,105671
720575940625279731,127631,105731
720575940625306812,127669,105757
720575940625347879,127715,105828
720575940625366503,127796,105850
720575940625426190,127840,105857
720575940625468967,127986,106114
720575940625472952,128083,106200
720575940625489445,128087,106303
720575940625492007,128107,106360
720575940625547708,128132,106409
720575940625634968,128143,106424
720575940625675790,128168,106436
720575940625696333,128255,106496
720575940625867466,128311,106501
720575940625916444,128354,106512
720575940625934375,128376,106535
720575940625954341,128399,106586
720575940625991994,128440,106664
720575940625993776,128489,106666
720575940626034435,128501,106790
720575940626046723,128651,106840
720575940626056344,128713,106936
720575940626062268,128820,106992
720575940626123194,128824,106995
720575940626134026,128837,107005
720575940626157578,128863,107031
720575940626158384,128927,107094
720575940626161712,128945,107132
720575940626179216,129067,107159
720575940626236293,129219,107305
720575940626249930,129262,107337
720575940626256740,129273,107354
720575940626296337,129347,107379
720575940626337342,129358,107442
720575940626347466,129413,107507
720575940626364734,129632,107591
720575940626393677,129637,107609
720575940626401573,129646,107763
720575940626463550,129647,107832
720575940626465667,129745,107858
720575940626502970,129750,107874
720575940626539010,129986,107940
720575940626561679,129999,108038
720575940626632450,130023,108068
720575940626649786,130073,108110
720575940626680337,130141,108162
720575940626683338,130158,108168
720575940626695811,130296,108185
720575940626697758,130346,108346
720575940626755330,130405,108501
720575940626769560,130463,108563
720575940626781028,130545,108635
720575940626796388,130559,108662
720575940626797913,130668,108724
720575940626819356,130682,108822
720575940626820636,130918,108834
720575940626838147,130924,108847
720575940626903298,130965,108928
720575940626906686,130990,108989
720575940626913223,131091,109183
720575940626921502,131171,109242
720575940626947736,131239,109266
720575940626972106,131256,109336
720575940626984073,131403,109365
720575940627068568,131408,109384
720575940627090265,131458,109418
720575940627098634,131487,109503
720575940627127129,131535,109539
720575940627138137,131711,109572
720575940627159070,131832,109589
720575940627175623,132037,109590
720575940627179913,132059,109645
720575940627208647,132119,109711
720575940627211786,132228,109721
720575940627251864,132337,109785
720575940627254873,132367,109845
720575940627262739,132408,109889
720575940627277587,132433,110012
720575940627286012,132475,110016
720575940627301209,132478,110042
720575940627302745,132592,110057
720575940627314238,132676,110067
720575940627322128,132694,110245
720575940627329149,132714,110348
720575940627332233,132746,110454
720575940627332457,132885,110466
720575940627344729,132932,110537
720575940627348861,132936,110583
720575940627387273,132983,110640
720575940627480472,132984,110662
720575940627480842,133121,110696
720575940627554953,133548,110712
720575940627572815,133579,110729
720575940627627657,133588,110869
720575940627629585,133674,110900
720575940627633992,133711,110938
720575940627641416,133719,110968
720575940627651093,133760,110979
720575940627657853,133796,110982
720575940627658795,133800,111010
720575940627664773,133843,111032
720575940627672074,133942,111046
720575940627674255,133943,111279
720575940627683727,133986,111283
720575940627693114,134027,111362
720575940627706122,134040,111446
720575940627714570,134074,111508
720575940627719496,134185,111588
720575940627719752,134218,111767
720575940627724968,134260,111797
720575940627733125,134309,111816
720575940627749116,134326,111906
720575940627760015,134328,112019
720575940627773071,134460,112034
720575940627777129,134488,112066
720575940627778703,134516,112179
720575940627781690,134619,112193
720575940627798570,134629,112306
720575940627800007,134638,112326
720575940627810386,134689,112362
720575940627818121,134695,112416
720575940627820304,134766,112545
720575940627837256,134845,112581
720575940627844117,134860,112689
720575940627853882,134890,112784
720575940627866643,134930,112801
720575940627903144,134938,112806
720575940627906429,134972,112900
720575940627916616,135009,112936
720575940627953295,135019,112945
720575940627996924,135023,113038
720575940627998632,135035,113048
720575940628004113,135036,113200
720575940628011066,135149,113251
720575940628030863,135164,113307
720575940628037397,135204,113350
720575940628074056,135318,113385
720575940628144714,135355,113420
720575940628169896,135382,113463
720575940628182661,135384,113488
720575940628211219,135424,113580
720575940628223431,135539,113648
720575940628234312,135625,113665
720575940628260096,135636,113703
720575940628262120,135648,113740
720575940628268821,135678,113748
720575940628303089,135766,113794
720575940628304124,135767,113808
720575940628319484,135869,113934
720575940628363090,135937,114042
720575940628434950,135989,114196
720575940628491268,136013,114262
720575940628525673,136018,114338
720575940628533703,136148,114380
720575940628538118,136169,114389
720575940628577167,136239,114497
720575940628605702,136385,114500
720575940628649468,136885,114517
720575940628649922,136962,114528
720575940628716791,137068,114574
720575940628717062,137074,114584
720575940628781211,137099,114618
720575940628788585,137124,114671
720575940628810570,137324,114702
720575940628812670,137354,114713
720575940628823811,137411,114743
720575940628831531,137448,114778
720575940628880912,137466,114784
720575940628885763,137569,114808
720575940628913769,137582,114812
720575940628927492,137591,114832
720575940628930364,137759,114873
720575940628954088,137822,114899
720575940629047814,138035,114907
720575940629050630,138047,114936
720575940629099779,138081,114999
720575940629119787,138279,115152
720575940629119985,138322,115162
720575940629148944,138343,115185
720575940629157275,138398,115235
720575940629166635,138498,115239
720575940629181712,138536,115274
720575940629181739,138538,115464
720575940629205291,138824,115472
720575940629223111,139183,115497
720575940629247224,139200,115560
720575940629286991,139370,115583
720575940629304139,139500,115686
720575940629329516,139549,115750
720575940629337243,139578,115772
720575940629383184,139611,115857
720575940629397915,139798,116063
720575940629400619,140080,116083
720575940629421304,140142,116086
720575940629453467,140159,116109
720575940629470107,140359,116114
720575940629481515,140367,116267
720575940629485765,140409,116307
720575940629486927,140446,116442
720575940629491611,140493,116542
720575940629494210,140604,116924
720575940629538307,140799,116968
720575940629599350,141022,117018
720575940629599899,141026,117028
720575940629601786,141167,117151
720575940629609283,141197,117282
720575940629614065,141267,117298
720575940629627547,141472,117373
720575940629676666,141494,117415
720575940629699415,141608,117429
720575940629703503,141654,117470
720575940629842719,141693,117491
720575940629871207,141730,117538
720575940629939791,141787,117776
720575940629955884,141795,117785
720575940629991162,141822,117845
720575940630021963,141857,117857
720575940630024826,141868,117873
720575940630028154,141898,117890
720575940630049836,141902,117899
720575940630050686,141973,118106
720575940630055806,142086,118174
720575940630087294,142282,118187
720575940630109660,142334,118206
720575940630113218,142359,118268
720575940630117570,142391,118398
720575940630184826,142472,118566
720575940630195326,142479,118765
720575940630237687,142503,118788
720575940630238007,142614,118797
720575940630245431,142690,118817
720575940630250490,142727,118859
720575940630342615,142760,118873
720575940630359875,142777,118891
720575940630360119,143075,118998
720575940630375419,143162,119049
720575940630377975,143226,119118
720575940630383159,143240,119198
720575940630405676,143266,119213
720575940630452183,143299,119247
720575940630495804,143315,119366
720575940630507740,143319,119589
720575940630546231,143325,119601
720575940630617337,143329,119694
720575940630620985,143482,119764
720575940630640604,143538,119913
720575940630654459,143760,120109
720575940630676217,143890,120201
720575940630698496,144020,120266
720575940630707193,144070,120295
720575940630725340,144093,120385
720575940630729580,144245,120443
720575940630745196,144270,120521
720575940630754942,144332,120580
720575940630759223,144437,120582
720575940630812111,144446,120606
720575940630845435,144751,120823
720575940630852663,144775,120884
720575940630887442,144963,120885
720575940630904057,145260,120956
720575940630963451,145314,121071
720575940631000940,145377,121119
720575940631020027,145677,121126
720575940631083727,145743,121172
720575940631102223,145810,121222
720575940631103094,145822,121316
720575940631110252,145849,121338
720575940631169017,145892,121348
720575940631184633,145911,121508
720575940631185452,146037,121592
720575940631219318,146300,121602
720575940631246380,146809,121752
720575940631259679,146937,121821
720575940631264042,147058,121837
720575940631306255,147079,121885
720575940631308027,147119,121893
720575940631336187,147157,122147
720575940631350287,147175,122260
720575940631358735,147269,122281
720575940631492153,147343,122344
720575940631514699,147354,122578
720575940631539019,147383,122729
720575940631555535,147475,122776
720575940631637304,147631,122884
720575940631652114,147676,122959
720575940631661586,147712,123150
720575940631752515,147733,123176
720575940631763596,147749,123178
720575940631794730,147766,123189
720575940631821672,147785,123236
720575940631824938,147831,123512
720575940631915083,147956,123593
720575940631920983,147963,123672
720575940631961144,148007,123693
720575940631980136,148330,123726
720575940631980172,148530,123782
720575940631994680,148565,124102
720575940632015427,148667,124193
720575940632043215,148777,124243
720575940632046393,148855,124335
720575940632066408,148907,124411
720575940632085048,148919,124484
720575940632150412,149015,124535
720575940632161361,149040,124545
720575940632178503,149213,124652
720575940632183948,149698,124786
720575940632211986,149711,124869
720575940632244281,149834,124912
720575940632276049,149851,125115
720575940632309560,149917,125135
720575940632347459,149969,125235
720575940632356370,150163,125322
720575940632358930,150439,125354
720575940632388675,150684,125380
720575940632397393,150754,125383
720575940632403779,150981,125567
720575940632405668,151625,125581
720575940632485945,151640,125622
720575940632520495,151808,125701
720575940632534355,151842,125722
720575940632537252,151876,125770
720575940632540753,152123,126027
720575940632542289,152131,126089
720575940632560865,152143,126182
720575940632588113,152197,126328
720575940632588236,152206,126489
720575940632605092,152222,126545
720575940632610444,152306,126551
720575940632611409,152569,126674
720575940632642847,152947,126801
720575940632651940,153094,126890
720575940632669922,153300,127068
720575940632700487,153467,127086
720575940632779603,153604,127296
720575940632887085,153656,127369
720575940632980132,153717,127420
720575940633050705,153799,127474
720575940633070673,153985,127495
720575940633169060,153992,127613
720575940633192930,154462,127662
720575940633225427,154543,127767
720575940633379991,154556,127788
720575940633487059,154592,127839
720575940633576161,154656,127895
720575940633590445,154836,127961
720575940633628256,154847,128171
720575940633640929,154864,128254
720575940633675693,155124,128458
720575940633702370,155880,128906
720575940633731423,155908,128954
720575940633734734,156009,128968
720575940633773025,156698,129076
720575940633774818,156950,129091
720575940633918489,157000,129199
720575940634020833,157158,129295
720575940634198112,157268,129390
720575940634222687,157546,129417
720575940634246611,157745,129435
720575940634257634,158005,129474
720575940634264601,158010,129478
720575940634300642,158151,129605
720575940634304692,158177,129869
720575940634369643,158356,129957
720575940634372600,158377,130055
720575940634413920,158530,130139
720575940634415385,158560,130164
720575940634610844,158874,130253
720575940634658841,159375,130418
720575940634786972,159658,130442
720575940634880412,159864,130464
720575940634946199,160157,130465
720575940635001445,160215,130532
720575940635018135,160904,130539
720575940635105175,161182,130584
720575940635125600,161401,130611
720575940635135327,162515,130638
720575940635144555,162553,130785
720575940635172975,162634,130799
720575940635204031,162794,130803
720575940635242853,162990,130837
720575940635386010,163014,130952
720575940635400622,163474,131300
720575940635460971,163501,131314
720575940635510623,163510,131389
720575940635565978,163691,131413
720575940635592372,163913,131463
720575940635616154,164044,131466
720575940635693919,164064,131517
720575940635702520,164446,131532
720575940635716020,164464,131582
720575940635747064,164586,131589
720575940635755956,164893,131756
720575940635764728,165262,131830
720575940635826356,165844,131935
720575940635885163,166050,132437
720575940635947700,166086,132565
720575940635988984,166312,132810
720575940636034296,166459,132873
720575940636061432,166785,133052
720575940636092272,166812,133101
720575940636154480,166901,133172
720575940636189541,167041,133225
720575940636247141,167341,133280
720575940636249524,167582,133444
720575940636270703,167659,133557
720575940636384887,168114,133762
720575940636416119,168302,133832
720575940636619365,168546,133921
720575940636622820,168553,134052
720575940636623608,168726,134143
720575940636636783,168871,134193
720575940636687790,169396,134206
720575940636770661,169544,134215
720575940636775086,169621,134330
720575940636842670,169710,134352
720575940636849509,170023,134361
720575940636888127,170024,134396
720575940636904538,170071,134558
720575940636943081,170285,134835
720575940637031280,170383,134870
720575940637205481,170490,134955
720575940637274213,170595,134993
720575940637290659,170912,135014
720575940637297892,170923,135308
720575940637302446,171310,135353
720575940637344910,171822,135708
720575940637407814,171829,135784
720575940637409198,171998,135846
720575940637437808,172002,136090
720575940637439600,172111,136313
720575940637439856,172559,136352
720575940637450864,172690,136593
720575940637612144,172994,136599
720575940637614704,174086,136601
720575940637649380,174866,136703
720575940637662298,174907,136869
720575940637694692,175288,137082
720575940637701598,175472,137109
720575940637761392,176081,137119
720575940637848030,176128,137139
720575940637893598,176144,137355
720575940637918042,176230,137472
720575940638091354,176787,137563
720575940638097892,177636,137604
720575940638123241,177707,137657
720575940638172250,177789,137761
720575940638282980,178061,137861
720575940638291827,178100,138065
720575940638302948,178161,138113
720575940638400163,178508,138137
720575940638403561,178684,138224
720575940638403817,178896,138428
720575940638428479,179286,138472
720575940638430783,179772,138511
720575940638458340,180198,138660
720575940638473050,180358,138665
720575940638514665,181196,138764
720575940638517481,181256,139033
720575940638535502,181660,139398
720575940638553828,181879,139474
720575940638567396,182047,139660
720575940638602054,182472,139717
720575940638618950,182815,139720
720575940638774618,183154,139805
720575940638907520,183676,139806
720575940639003881,183721,139836
720575940639062854,183751,139885
720575940639065690,184284,139910
720575940639122502,184457,139979
720575940639246645,185022,140065
720575940639281717,185946,140183
720575940639295558,186025,140244
720575940639309621,186373,140248
720575940639371453,186551,140554
720575940639455696,186732,140672
720575940639606325,186862,140822
720575940639735203,187065,140988
720575940639737934,187068,141065
720575940639859534,187137,141112
720575940639923261,187527,141137
720575940639962496,187704,141287
720575940639998552,187759,141424
720575940639999139,187774,141714
720575940640012403,187800,141869
720575940640056893,187932,141959
720575940640096419,188128,142170
720575940640106403,188136,142172
720575940640115005,188411,142461
720575940640117968,188547,142469
720575940640149923,188561,142540
720575940640194648,188572,142554
720575940640209267,188727,142621
720575940640224600,189191,142768
720575940640359843,189591,142958
720575940640511872,189867,143028
720575940640512088,189881,143142
720575940640550016,190082,143636
720575940640553816,190088,143656
720575940640632016,190164,143914
720575940640667736,190293,144072
720575940640691408,190300,144157
720575940640698240,190329,144201
720575940640729552,190469,144338
720575940640761728,191229,144468
720575940640785792,191475,144476
720575940640815232,191561,144689
720575940640878544,191630,144855
720575940640881752,192145,145125
720575940640906403,192729,145258
720575940640964304,192868,145385
720575940640974288,193003,145453
720575940640991184,193263,145581
720575940640995536,193269,145765
720575940641080283,193346,145842
720575940641297616,193788,145922
720575940641325813,194029,145959
720575940641343733,194058,146032
720575940641346805,194078,146051
720575940641366480,194820,146584
720575940641387405,195205,146666
720575940641414645,195346,146731
720575940641558491,195678,146784
720575940641596149,195758,146836
720575940641636571,196128,147220
720575940641709787,197052,147350
720575940641960693,197281,147405
720575940642372237,197613,147528
720575940642577371,197730,147584
720575940642613645,198039,147954
720575940642694285,198205,148573
720575940643483172,198222,148592
720575940643751072,198371,148880
720575940643797192,198492,148968
720575940643905480,198563,149146
720575940644277152,198610,149252
720575940644320928,198695,149584
720575940644327584,198942,149585
720575940644357832,199076,149679
720575940644933655,199096,149897
720575940644946980,199354,150402
720575940644967959,200130,150618
720575940645029911,200474,150731
720575940645054920,200629,150964
720575940645393774,201415,151026
720575940645482862,201720,151425
720575940645484084,201825,151612
720575940645554455,202007,151723
720575940645576215,202109,151788
720575940645583383,203256,151822
720575940645621870,203290,151857
720575940645635875,203386,151897
720575940645735534,203614,152212
720575940646440739,203837,152264
720575940646659380,204637,152488
720575940646690595,204818,152561
720575940646748451,204825,152764
720575940646783267,204876,152852
720575940646883875,205006,153053
720575940647050531,205258,153069
720575940647085108,205466,153298
720575940647444276,206320,153374
720575940647465860,206823,154049
720575940647545988,206918,155367
720575940647610756,207150,155378
720575940647755908,207461,155712
720575940647756932,207574,155816
720575940647971460,207962,155843
720575940648340868,208268,156102
720575940648530553,209323,156202
720575940648621956,210611,156576
720575940649851257,210981,156593
720575940649873529,211032,156860
720575940649882745,211291,157533
720575940650489721,211521,157734
720575940651160822,212493,157878
720575940652482806,213844,157898
720575940652522998,214481,157909
720575940652542198,214533,157978
720575940652792310,214555,158433
720575940652891894,214610,158494
720575940652940278,214753,158513
720575940652955126,214987,159071
720575940653057270,215450,159072
720575940653631905,216757,159356
720575940653632417,217094,159496
720575940654864801,217874,159544
720575940655168929,219160,159897
720575940659862401,219180,160096
720575940660165505,219286,160150
720575940660296833,219303,160179
720575940660450689,220066,160434
720575940660817537,220109,160459
720575940604870316,10220,56880
720575940605869758,11641,63804
720575940605907046,12375,64106
720575940606009120,21900,66847
720575940606067377,23373,69259
720575940606543392,27011,71343
720575940607320194,31978,75848
720575940607474098,32128,76801
720575940607866313,33941,77568
720575940607928754,34055,77754
720575940608238770,34629,83177
720575940609000715,35778,87412
720575940609224201,35904,89300
720575940609339915,36489,90966
720575940610785860,37166,93103
720575940611110446,43088,103453
720575940611162066,45206,112102
720575940611358050,53470,118368
720575940611697870,54110,123562
720575940612271578,56737,136636
720575940612509866,57827,138586
720575940612527333,59304,143580
720575940612651048,60154,150568
720575940612698842,60848,151905
720575940612713946,62271,158791
720575940613099798,64681,162079
720575940613134307,66161,181484
720575940613138585,67267,197905
720575940613237490,67609,200662
720575940601263473,10265,27237
720575940603349216,10342,27339
720575940603471811,10616,28269
720575940603487456,13882,29969
720575940603604258,16310,30850
720575940603688226,16737,31566
720575940603818464,18256,33087
720575940604324576,20388,33450
720575940604337632,20825,34593
720575940604386594,22003,35846
720575940604478065,22599,42013
720575940604618417,23014,52711
720575940604629681,25272,55345
720575940604666336,25421,58315
720575940604694496,25845,83630
720575940604732640,29201,83697
720575940604828128,31907,100621
720575940604830129,33357,112243
720575940604889056,34943,113916
720575940604894688,36521,114600
720575940604951840,38089,124357
720575940604979116,38126,131554
720575940605033644,38211,135807
720575940605089964,38494,143877
720575940639153215,144466,221430
720575940618669726,63833,109297
720575940621891166,143304,551492
720575940649894777,68873,53166
720575940626270154,90093,46392
720575940632040911,88605,34804
720575940623203597,514099,45691
720575940629721338,64955,296129
720575940613799917,550381,103748
720575940618518555,539252,180161
720575940629229318,31838,102407
720575940641199579,98062,23934
720575940613191190,547451,182153
720575940629389647,51558,37168
720575940628418503,518827,234727
720575940614466769,18577,111255
720575940627041625,524926,22701
720575940628294641,543319,113771
720575940618072891,115359,170170
720575940624246250,84258,71007
720575940635050265,146973,80472
720575940644085960,49457,33449
720575940619210875,526852,194937
720575940625062920,58645,130820
720575940630380544,106890,80872
720575940611364194,47607,241461
720575940630815737,58278,51102
720575940632287811,94349,544926
720575940627379210,54964,183922
720575940646704675,38864,127551
720575940620604888,515524,115205
720575940638715709,517883,285050
720575940630395518,536970,109999
720575940628452201,56947,244716
720575940615744066,514736,94840
720575940613551530,151754,206170
720575940618937409,95114,192346
720575940621135495,77215,124771
720575940627188617,562463,77973
720575940648679556,169641,177158
720575940619682462,519743,95502
720575940624863239,77720,108053
720575940622071423,545166,83375
720575940620751051,72763,83851
720575940609184604,529678,29268
720575940616418354,531551,30180
720575940613340901,543824,115418
720575940615717526,169669,64354
720575940628155730,48796,60937
720575940636568494,26468,79733
720575940631640362,63619,107001
720575940630141740,77588,72473
720575940614897258,57930,40961
720575940627633978,531729,119274
720575940623159176,62492,71937
720575940611645134,79539,120382
720575940618308189,58328,51624
720575940631693871,174748,135224
720575940615697567,517908,85384
720575940613386733,521512,67961
720575940637812446,78406,53399
720575940630093527,100777,31629
720575940640426403,106004,31274
720575940636805006,537843,38307
720575940622870860,35727,97333
720575940624268727,85084,75716
720575940623412989,51565,37348
720575940616313798,66178,126958
720575940655112865,41113,29730
720575940608240562,39117,54508
720575940630750780,37314,74208
720575940614232738,81512,80528
720575940624275592,59617,105494
720575940650017657,133717,90637
720575940628672273,48623,35764
720575940617678804,80047,84702
720575940631077061,81252,38192
720575940611762581,17622,97074
720575940627285002,44653,120612
720575940622017100,520295,200613
720575940625659796,546958,176261
720575940619757957,527127,101427
720575940637731758,67867,121841
720575940632667362,27388,45482
720575940625754384,175018,50633
720575940635023200,50590,64490
720575940630567550,19780,64694
720575940636081007,541744,135967
720575940632033999,152546,56109
720575940606760137,82991,91942
720575940616404191,532130,128710
720575940637308016,154190,32135
720575940615210602,55559,123780
720575940629968250,74101,66052
720575940627167833,40972,71290
720575940626339074,47637,96646
720575940622347647,135462,50734
720575940626700572,71090,69743
720575940639776957,47342,96209
720575940619986486,533384,31039
720575940620557248,36534,22013
720575940629945538,521571,93351
720575940626101434,55358,78689
720575940638146014,52818,128068
720575940626962716,517291,83551
720575940621546349,138886,96173
720575940621876833,518653,99610
720575940617057622,66319,22604
720575940635699448,149352,73048
720575940609392393,90570,84310
720575940626874928,559420,68643
720575940620026448,47424,56002
720575940609737923,66310,62285
720575940610335698,58817,104161
720575940628362951,515353,183057
720575940625563781,90152,161060
720575940625700656,64654,101831
720575940615933343,117155,113491
720575940606408625,517431,132069
720575940655337889,53703,280503
720575940629146567,59659,156878
720575940644330656,68647,88328
720575940615097553,527337,108592
720575940619019605,27464,93547
720575940644271048,52753,52664
720575940622597914,114625,135061
720575940625879795,519435,81561
720575940623992071,526161,575476
720575940628042756,537599,101742
720575940619708376,35816,49853
720575940629013251,59500,104251
720575940631052591,94873,91147
720575940605749536,26149,54448
720575940618074369,530068,140394
720575940619134075,533513,123921
720575940628882731,59792,90360
720575940620519941,40781,63134
720575940624624125,185055,117205
720575940620084560,24196,45131
720575940614367459,535587,77950
720575940623235277,28645,78461
720575940623756329,54403,71772
720575940616920006,515930,136052
720575940639738813,537175,46214
720575940635956415,102482,169088
720575940605932721,515852,32458
720575940633615585,52142,79133
720575940624936340,542285,69413
720575940620659182,62881,31288
720575940631984963,131315,138072
720575940626354375,195134,75818
720575940634460130,69313,84291
720575940621139439,89088,129151
720575940608932107,126979,83490
720575940612275418,114198,500002
720575940630132071,518917,102808
720575940613264537,60149,61901
720575940620834413,162926,106165
720575940614727475,17793,107536
720575940612188273,67213,93766
720575940634698080,134710,100945
720575940620637867,534566,88130
720575940631186084,50625,82350
720575940611103278,22330,51189
720575940623839157,81343,88353
720575940624953444,92331,76583
720575940623877512,54650,118026
720575940624071175,511897,53571
720575940613844451,546007,51136
720575940621095789,72866,74863
720575940613097330,85794,95768
720575940636613774,535162,105455
720575940616060266,64755,105180
720575940622647536,15940,78634
720575940631293036,551319,29971
720575940640506227,81081,88560
720575940611838613,515919,81805
720575940611930920,79336,133978
720575940620953280,83152,93856
720575940630227194,144092,77214
720575940607755465,512372,111899
720575940647650180,533610,56009
720575940615378482,127161,71045
720575940615712780,84990,95673
720575940614872574,910067,174453
720575940630164780,23006,74218
720575940624858151,59750,70028
720575940635347380,540089,92974
720575940629986919,131012,48457
720575940617626257,68723,82737
720575940622882781,534774,111753
720575940622600918,53063,110271
720575940630525148,189621,115800
720575940629873790,71642,62661
720575940636792718,537106,83863
720575940617416731,54009,39925
720575940619679915,532776,82557
720575940639169152,546688,74973
720575940609761803,75691,103559
720575940628645653,515127,209148
720575940629588540,525575,103874
720575940617004091,135878,93177
720575940628412103,56759,82230
720575940628834409,81032,61129
720575940630835141,536438,87653
720575940622747376,47857,150851
720575940635889855,537984,32149
720575940616145164,74167,77294
720575940623522195,123975,77345
720575940627190814,530630,52247
720575940624436553,17125,74388
720575940627630568,524987,115866
720575940630745964,532629,91171
720575940617829844,101363,95613
720575940631076683,125583,131630
720575940644134856,72460,111584
720575940636733029,523413,110638
720575940631162127,31734,145212
720575940607218443,168800,83844
720575940629375306,517365,78957
720575940630868215,129765,76142
720575940622045172,517293,132112
720575940631579211,114874,90483
720575940635981816,92058,122336
720575940631775769,40189,105823
720575940625133576,545089,47127
720575940608884572,539837,109293
720575940635726431,546249,104133
720575940633311396,28965,94013
720575940617955289,535359,69025
720575940627346434,524951,108907
720575940644892964,67506,51534
720575940630714875,514836,29661
720575940631858706,512646,107416
720575940617652881,11010,80983
720575940633670039,15797,56701
720575940614852502,519749,93164
720575940616104646,72455,90318
720575940634345372,113859,113107
720575940617083771,91190,60440
720575940620945134,71614,104027
720575940626059920,67878,71537
720575940620211627,51793,150946
